scenario,algorithm,seed,total_regret,mean_regret,physical_probes,remote_substitutions,communication_bytes,bad_aggressive_decisions,aggressive_decisions,policy_switches,recovery_delay_1,recovery_delay_2,total_decision_ops,mean_decision_ops,information_gain,information_per_probe,information_per_regret,max_state_count
baseline_adversarial,SPI_HCPI,28,29279.060634282738,6.506457918729497,40,0,0,10,1064,18,,,27000,6.0,0.0,0.0,0.0,23
baseline_adversarial,DualControl,28,27739.342191887106,6.164298264863802,421,0,0,50,1511,454,,79.0,40500,9.0,0.0,0.0,0.0,23
baseline_adversarial,ConstrainedBandit,28,30981.17094496874,6.884704654437498,228,0,0,30,1035,334,,,40500,9.0,0.0,0.0,0.0,23
baseline_adversarial,GenericEIG,28,29612.489492703826,6.580553220600851,95,0,0,15,1077,170,,,54000,12.0,0.0,0.0,0.0,23
baseline_adversarial,ITAC_K_Full,28,16224.30047294933,3.605400105099851,3713,233,25460,176,3197,671,1.0,0.0,51784,11.507555555555555,59.74311295577932,0.01609025396061926,0.003682322886918214,19
baseline_adversarial,ITAC_K_LocalOnly,28,17110.070087084594,3.80223779712991,4454,0,9652,178,3091,693,1.0,0.0,53816,11.959111111111111,60.79261762753904,0.013648993629892015,0.0035530314790135128,19
baseline_adversarial,ITAC_K_GenericVoI_Local,28,17868.67461273675,3.970816580608167,4500,0,9880,178,3026,683,1.0,0.0,54000,12.0,58.72118892063533,0.013049153093474517,0.003286264381286511,19
baseline_adversarial,ITAC_K_UnqualifiedRemote,28,14315.263551112846,3.181169678025077,2658,602,51148,156,3270,572,1.0,0.0,49040,10.897777777777778,57.52677856373664,0.0216428813257098,0.0040185623099663155,19
baseline_adversarial,ITAC_K_NoKinematics,28,16224.30047294933,3.605400105099851,3713,233,25460,176,3197,671,1.0,0.0,51784,11.507555555555555,59.74311295577932,0.01609025396061926,0.003682322886918214,19
baseline_adversarial,ITAC_K_NoHysteresis,28,15365.15053960427,3.414477897689838,3286,229,25004,163,3206,574,1.0,0.0,50060,11.124444444444444,60.79200734610973,0.018500306556941487,0.003956486282995795,19
baseline_adversarial,Greedy,29,28917.86439557913,6.426192087906474,0,0,0,10,1110,5,,,13500,3.0,0.0,0.0,0.0,23
baseline_adversarial,SPI_HCPI,29,29250.62513419067,6.500138918709038,40,0,0,10,1076,20,,,27000,6.0,0.0,0.0,0.0,23
baseline_adversarial,DualControl,29,19201.828655204165,4.2670730344898145,357,0,0,50,2305,447,20.0,0.0,40500,9.0,0.0,0.0,0.0,23
baseline_adversarial,ConstrainedBandit,29,28496.47447606211,6.332549883569358,255,0,0,30,1315,350,,16.0,40500,9.0,0.0,0.0,0.0,23
baseline_adversarial,GenericEIG,29,29644.18423185621,6.587596495968047,85,0,0,15,1083,166,,,54000,12.0,0.0,0.0,0.0,23
baseline_adversarial,ITAC_K_Full,29,16881.855896893343,3.751523532642965,3353,213,22952,176,3154,693,7.0,0.0,50264,11.169777777777778,57.4159909854706,0.017123767069928603,0.0034010473336664655,19
baseline_adversarial,ITAC_K_LocalOnly,29,19615.28893233009,4.358953096073353,4394,0,9576,175,2903,751,5.0,0.0,53576,11.905777777777777,55.93177165348728,0.012729124181494602,0.002851437562120232,19
baseline_adversarial,ITAC_K_GenericVoI_Local,29,21467.523691861003,4.770560820413556,4500,0,10032,175,2734,691,5.0,0.0,54000,12.0,59.74417214422287,0.013276482698716193,0.0027830025019082065,19
baseline_adversarial,ITAC_K_UnqualifiedRemote,29,15400.184131752418,3.4222631403894264,2703,619,51908,150,3138,601,0.0,0.0,49288,10.95288888888889,52.99171466528839,0.01960477790058764,0.003440979290372833,19
baseline_adversarial,ITAC_K_NoKinematics,29,16881.855896893343,3.751523532642965,3353,213,22952,176,3154,693,7.0,0.0,50264,11.169777777777778,57.4159909854706,0.017123767069928603,0.0034010473336664655,19
baseline_adversarial,ITAC_K_NoHysteresis,29,16065.373068123581,3.5700829040274624,2629,228,24472,155,3129,571,0.0,0.0,47428,10.539555555555555,58.96511909500506,0.022428725407000784,0.003670323673466496,19
fast_shock,Greedy,0,32984.13252939852,7.329807228755227,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,0,20679.541973911266,4.5954537719802815,40,0,0,7,2124,17,20.0,0.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,0,17832.612555942374,3.9628027902094165,388,0,0,52,2675,419,4.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,0,12102.783304229337,2.6895074009398527,232,0,0,30,3115,314,53.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,0,33835.12750579648,7.518917223510329,118,0,0,15,880,183,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,0,19257.061956727648,4.279347101495033,3834,289,28044,166,3101,673,0.0,0.0,52492,11.664888888888889,51.78456446361765,0.01350666783088619,0.002689120727761183,19
fast_shock,ITAC_K_LocalOnly,0,20236.847706842957,4.497077268187324,4208,0,7372,169,3029,727,1.0,0.0,52832,11.740444444444444,51.85125461191905,0.01232206621005681,0.0025622199347967566,19
fast_shock,ITAC_K_GenericVoI_Local,0,21821.73215515824,4.849273812257387,4500,0,7980,172,2884,684,1.0,0.0,54000,12.0,56.705920015343914,0.012601315558965313,0.0025985984802741574,19
fast_shock,ITAC_K_UnqualifiedRemote,0,11940.614144933072,2.653469809985127,2246,621,49400,40,3240,582,4.0,0.0,47468,10.548444444444444,48.42633192936024,0.021561145115476507,0.004055598090815928,19
fast_shock,ITAC_K_NoKinematics,0,17565.272514764823,3.903393892169961,3491,289,27968,166,3242,632,0.0,0.0,51120,11.36,52.57312861765649,0.015059618624364505,0.00299301525629421,19
fast_shock,ITAC_K_NoHysteresis,0,14811.064201132507,3.2913476002516684,2659,261,25688,138,3403,544,0.0,0.0,47680,10.595555555555556,53.55617468264906,0.0201414722386796,0.003615957230038471,19
fast_shock,Greedy,1,32931.46022522395,7.318102272271989,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,1,29952.152700557028,6.656033933457118,40,0,0,9,1223,19,,1.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,1,21416.13226516852,4.759140503370782,383,0,0,54,2376,431,2.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,1,29390.286647869416,6.531174810637648,238,0,0,34,1411,344,28.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,1,33728.61003022713,7.495246673383806,105,0,0,15,880,178,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,1,18877.493116886788,4.194998470419287,3467,241,23864,159,3094,705,0.0,0.0,50832,11.296,50.60934419721349,0.0145974456871109,0.002680935645630886,19
fast_shock,ITAC_K_LocalOnly,1,21136.93109393733,4.69709579865274,4414,0,7144,166,2931,780,7.0,0.0,53656,11.923555555555556,51.54084940683355,0.011676676349531841,0.0024384263343516753,19
fast_shock,ITAC_K_GenericVoI_Local,1,25253.87007802305,5.611971128449567,4500,0,7828,165,2551,696,6.0,0.0,54000,12.0,58.41522566129139,0.012981161258064753,0.0023131197507872945,19
fast_shock,ITAC_K_UnqualifiedRemote,1,11470.524323185828,2.549005405152406,2250,682,53960,42,3300,575,8.0,0.0,47728,10.606222222222222,45.55455417173827,0.020246468520772564,0.003971444799577037,19
fast_shock,ITAC_K_NoKinematics,1,18877.493116886788,4.194998470419287,3467,241,23864,159,3094,705,0.0,0.0,50832,11.296,50.60934419721349,0.0145974456871109,0.002680935645630886,19
fast_shock,ITAC_K_NoHysteresis,1,16949.29458817996,3.766509908484436,2926,269,25916,138,3204,637,2.0,0.0,48780,10.84,51.87997894483624,0.017730683166382856,0.003060893105310478,19
fast_shock,Greedy,2,33001.791282049264,7.333731396010948,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,2,33394.237084616536,7.42094157435923,40,0,0,10,867,20,,,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,2,13864.132835962442,3.080918407991654,358,0,0,54,3061,423,17.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,2,18286.27177405295,4.063615949789545,218,0,0,32,2511,327,7.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,2,33760.656847203645,7.502368188267477,93,0,0,15,880,175,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,2,19059.778685775007,4.235506374616668,3436,305,29260,163,3080,682,16.0,0.0,50964,11.325333333333333,56.45623842741574,0.01643080280192542,0.0029620615935877074,19
fast_shock,ITAC_K_LocalOnly,2,20575.734523427498,4.572385449650555,4363,0,7980,160,2941,739,14.0,0.0,53452,11.878222222222222,56.619732725788616,0.012977247931649923,0.0027517721256230965,19
fast_shock,ITAC_K_GenericVoI_Local,2,21903.87657501666,4.86752812778148,4500,0,8588,163,2819,696,14.0,0.0,54000,12.0,60.0762203989474,0.01335027119976609,0.0027427209148662627,19
fast_shock,ITAC_K_UnqualifiedRemote,2,11606.413167302788,2.579202926067286,2268,584,46284,40,3259,564,5.0,0.0,47408,10.535111111111112,51.48221110611556,0.02269938761292573,0.004435669346249845,19
fast_shock,ITAC_K_NoKinematics,2,19059.778685775007,4.235506374616668,3436,305,29260,163,3080,682,16.0,0.0,50964,11.325333333333333,56.45623842741574,0.01643080280192542,0.0029620615935877074,19
fast_shock,ITAC_K_NoHysteresis,2,15174.698353569,3.372155189682,2504,229,23180,123,3291,533,1.0,0.0,46932,10.429333333333334,58.0392357976004,0.02317860854536757,0.0038247373651384585,19
fast_shock,Greedy,3,32952.428945557855,7.322761987901745,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,3,28152.185768689844,6.2560412819310764,40,0,0,9,1374,17,93.0,0.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,3,23341.08825925535,5.1869085020567445,386,0,0,54,2139,415,34.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,3,18446.622213291423,4.099249380731427,242,0,0,32,2499,323,11.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,3,33764.280393590874,7.503173420797972,112,0,0,15,882,171,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,3,17225.851862867203,3.827967080637156,3134,201,22268,161,3265,620,0.0,0.0,49340,10.964444444444444,57.64177485924228,0.018392397849151972,0.00334623653553514,19
fast_shock,ITAC_K_LocalOnly,3,20999.964190679882,4.666658709039974,4263,0,9348,161,2941,752,0.0,0.0,53052,11.789333333333333,56.93021674187403,0.013354496068935967,0.00271096732475099,19
fast_shock,ITAC_K_GenericVoI_Local,3,22619.205059813314,5.0264900132918475,4500,0,9804,161,2765,713,0.0,0.0,54000,12.0,61.5685869632743,0.013681908214060956,0.002721960687851974,19
fast_shock,ITAC_K_UnqualifiedRemote,3,11056.065891126553,2.4569035313614562,2276,613,50844,44,3367,560,6.0,0.0,47556,10.568,51.43385116351114,0.022598352883792243,0.0046520934001299,19
fast_shock,ITAC_K_NoKinematics,3,17225.851862867203,3.827967080637156,3134,201,22268,161,3265,620,0.0,0.0,49340,10.964444444444444,57.64177485924228,0.018392397849151972,0.00334623653553514,19
fast_shock,ITAC_K_NoHysteresis,3,14045.294271750392,3.1211765048334206,2478,200,22420,140,3475,573,1.0,0.0,46712,10.380444444444445,59.13762252163284,0.02386506155029574,0.004210493662676591,19
fast_shock,Greedy,4,33040.56737416481,7.342348305369958,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,4,33352.26565170948,7.4116145892687735,40,0,0,9,872,18,,,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,4,22555.751225359803,5.012389161191067,345,0,0,54,2203,423,77.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,4,8217.648851478132,1.8261441892173627,222,0,0,30,3491,300,20.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,4,33772.837401270444,7.505074978060099,88,0,0,15,881,162,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,4,17875.404428901573,3.9723120953114606,3413,235,24776,162,3215,696,5.0,0.0,50592,11.242666666666667,55.49151367515945,0.016258867177017126,0.003104350108321961,19
fast_shock,ITAC_K_LocalOnly,4,20949.248225048213,4.655388494455159,4373,0,8588,166,2937,781,4.0,0.0,53492,11.88711111111111,55.72615799812224,0.012743233020380114,0.002660055263056772,19
fast_shock,ITAC_K_GenericVoI_Local,4,21761.458497306598,4.8358796660681325,4500,0,8968,164,2863,736,4.0,0.0,54000,12.0,58.553223138617724,0.013011827364137273,0.0026906846866842507,19
fast_shock,ITAC_K_UnqualifiedRemote,4,10435.857621684789,2.3190794714855087,2289,583,46436,42,3381,580,1.0,0.0,47488,10.552888888888889,51.91973665903207,0.022682279012246426,0.00497512888170757,19
fast_shock,ITAC_K_NoKinematics,4,17875.404428901573,3.9723120953114606,3413,235,24776,162,3215,696,5.0,0.0,50592,11.242666666666667,55.49151367515945,0.016258867177017126,0.003104350108321961,19
fast_shock,ITAC_K_NoHysteresis,4,18381.164061290052,4.0847031247311225,3024,136,17632,136,3076,645,8.0,0.0,48640,10.80888888888889,56.90149854717953,0.018816633117453546,0.003095641731799329,19
fast_shock,Greedy,5,33049.730319027214,7.344384515339381,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,5,29366.471191420653,6.5258824869823675,40,0,0,8,1297,18,,120.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,5,10464.385105105925,2.325418912245761,305,0,0,51,3393,391,27.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,5,11158.926371640184,2.479761415920041,223,0,0,30,3229,306,38.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,5,33843.68498915645,7.520818886479211,104,0,0,15,882,185,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,5,18954.99607253273,4.212221349451718,3500,188,20596,150,3036,680,2.0,0.0,50752,11.278222222222222,54.605147779071785,0.01560147079402051,0.0028807786385246954,19
fast_shock,ITAC_K_LocalOnly,5,21871.52248941261,4.86033833098058,4388,0,8208,162,2842,775,2.0,0.0,53552,11.900444444444444,55.013616671372674,0.012537287299765878,0.002515308054023364,19
fast_shock,ITAC_K_GenericVoI_Local,5,24032.286191070343,5.340508042460076,4500,0,9044,157,2648,706,2.0,0.0,54000,12.0,60.435294899598674,0.01343006553324415,0.002514754294248317,19
fast_shock,ITAC_K_UnqualifiedRemote,5,11460.378261692647,2.5467507248205883,2289,600,48944,41,3314,569,3.0,0.0,47556,10.568,50.598211381426864,0.022104941625787185,0.004415055962904468,19
fast_shock,ITAC_K_NoKinematics,5,18954.99607253273,4.212221349451718,3500,188,20596,150,3036,680,2.0,0.0,50752,11.278222222222222,54.605147779071785,0.01560147079402051,0.0028807786385246954,19
fast_shock,ITAC_K_NoHysteresis,5,15473.348979891754,3.438521995531501,2647,174,19608,124,3291,613,2.0,0.0,47284,10.507555555555555,55.62595815091476,0.02101471785074226,0.0035949527295741183,19
fast_shock,Greedy,6,32893.48335828794,7.30966296850843,0,0,0,10,910,7,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,6,28530.226677250484,6.34005037272233,40,0,0,9,1336,19,104.0,0.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,6,24780.596724454474,5.506799272100994,433,0,0,55,2089,472,,7.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,6,18736.978668142045,4.163773037364899,212,0,0,32,2456,332,24.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,6,33660.65211300749,7.480144914001665,96,0,0,15,879,178,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,6,18205.03404614511,4.045563121365579,3477,256,25840,170,3214,655,2.0,0.0,50932,11.318222222222222,55.36809549091751,0.015924099939866987,0.0030413618206136576,19
fast_shock,ITAC_K_LocalOnly,6,20871.39979804916,4.638088844010924,4498,0,7980,172,2939,703,1.0,0.0,53992,11.998222222222223,54.95851632933132,0.012218434043870902,0.0026331974309872722,19
fast_shock,ITAC_K_GenericVoI_Local,6,20884.53888966413,4.641008642147584,4500,0,7980,172,2938,686,1.0,0.0,54000,12.0,57.7527356290731,0.012833941250905133,0.0027653344866357204,19
fast_shock,ITAC_K_UnqualifiedRemote,6,11811.413826326885,2.624758628072641,2271,617,49172,42,3267,567,2.0,0.0,47552,10.56711111111111,50.981005578223964,0.022448703469055028,0.004316249208421651,19
fast_shock,ITAC_K_NoKinematics,6,18205.03404614511,4.045563121365579,3477,256,25840,170,3214,655,2.0,0.0,50932,11.318222222222222,55.36809549091751,0.015924099939866987,0.0030413618206136576,19
fast_shock,ITAC_K_NoHysteresis,6,17880.84598917028,3.973521330926729,3202,251,24928,152,3140,596,12.0,0.0,49812,11.069333333333333,56.98724960093526,0.017797392130210886,0.0031870555585261557,19
fast_shock,Greedy,7,32918.563747315,7.315236388292222,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,7,27330.680412498852,6.073484536110856,40,0,0,9,1466,19,8.0,0.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,7,21180.518087706678,4.7067817972681505,364,0,0,53,2357,425,10.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,7,12751.215718406911,2.8336034929793135,235,0,0,31,3049,308,1.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,7,33711.70889977859,7.491490866617465,108,0,0,15,881,175,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,7,17460.07228537602,3.8800160634168934,3528,185,21128,157,3220,643,3.0,0.0,50852,11.300444444444445,54.89770732125016,0.015560574637542563,0.003144185569450973,19
fast_shock,ITAC_K_LocalOnly,7,20064.106569364092,4.458690348747576,4488,0,8588,161,3001,708,3.0,0.0,53952,11.989333333333333,54.109204411232035,0.012056418095194303,0.0026968160393372035,19
fast_shock,ITAC_K_GenericVoI_Local,7,20928.07954604835,4.6506843435663,4500,0,8664,161,2911,690,3.0,0.0,54000,12.0,56.489179130201556,0.012553150917822569,0.00269920510412375,19
fast_shock,ITAC_K_UnqualifiedRemote,7,11268.171893703739,2.504038198600831,1866,623,49780,40,3325,531,3.0,0.0,45956,10.212444444444445,47.929693666806486,0.025685795105469714,0.004253546548538892,19
fast_shock,ITAC_K_NoKinematics,7,17460.07228537602,3.8800160634168934,3528,185,21128,157,3220,643,3.0,0.0,50852,11.300444444444445,54.89770732125016,0.015560574637542563,0.003144185569450973,19
fast_shock,ITAC_K_NoHysteresis,7,13597.701151225483,3.0217113669389963,2326,150,18544,113,3428,563,3.0,0.0,45904,10.200888888888889,57.110744511443215,0.024553200563819096,0.00420002939293133,19
fast_shock,Greedy,8,33004.713342698364,7.334380742821859,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,8,22954.931885679853,5.101095974595522,40,0,0,8,1892,16,1.0,0.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,8,29136.080295703905,6.474684510156424,437,0,0,55,1625,437,,62.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,8,12802.409849552072,2.844979966567127,232,0,0,31,3054,308,13.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,8,33791.556951298866,7.509234878066414,107,0,0,15,881,162,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,8,16986.63654149129,3.774808120331398,3487,208,25308,158,3242,643,2.0,0.0,50780,11.284444444444444,63.40749220891272,0.018183966793493753,0.0037327867735342767,19
fast_shock,ITAC_K_LocalOnly,8,17931.253030287204,3.9847228956193788,4075,0,11704,159,3199,728,2.0,0.0,52300,11.622222222222222,62.19573446365057,0.01526275692359523,0.0034685659924935195,19
fast_shock,ITAC_K_GenericVoI_Local,8,22193.911104187668,4.931980245375037,4500,0,12084,159,2809,694,2.0,0.0,54000,12.0,65.13599684665053,0.01447466596592234,0.002934858869213021,19
fast_shock,ITAC_K_UnqualifiedRemote,8,11374.116199753997,2.52758137772311,2209,639,51984,43,3331,563,5.0,0.0,47392,10.531555555555556,56.94067099731009,0.025776673154056177,0.005006162236899042,19
fast_shock,ITAC_K_NoKinematics,8,16986.63654149129,3.774808120331398,3487,208,25308,158,3242,643,2.0,0.0,50780,11.284444444444444,63.40749220891272,0.018183966793493753,0.0037327867735342767,19
fast_shock,ITAC_K_NoHysteresis,8,15080.779254084217,3.3512842786853816,2963,205,24928,127,3305,586,1.0,0.0,48672,10.816,62.85628654499419,0.021213731537291322,0.004167973384264695,19
fast_shock,Greedy,9,33014.0162701074,7.336448060023867,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,9,29978.124695240153,6.661805487831145,40,0,0,9,1224,19,,14.0,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,9,16159.137260458754,3.5909193912130566,379,0,0,53,2866,434,10.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,9,12960.798661546385,2.880177480343641,203,0,0,31,3029,309,41.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,9,33796.29806956501,7.510288459903336,98,0,0,15,880,180,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,9,16961.512011615647,3.769224891470144,3518,193,20672,161,3267,678,0.0,0.0,50844,11.298666666666668,54.1694003575381,0.015397782932785134,0.0031936657722755855,19
fast_shock,ITAC_K_LocalOnly,9,20533.924183744683,4.563094263054374,4352,0,7144,163,2944,747,1.0,0.0,53408,11.868444444444444,53.294554162504234,0.01224599130572248,0.002595439317180976,19
fast_shock,ITAC_K_GenericVoI_Local,9,21479.649485391023,4.773255441198005,4500,0,8056,163,2895,694,6.0,0.0,54000,12.0,56.92488485976306,0.01264997441328068,0.0026501775505452007,19
fast_shock,ITAC_K_UnqualifiedRemote,9,11397.604180558508,2.532800929013002,2280,603,48868,40,3304,576,3.0,0.0,47532,10.562666666666667,48.839003641438524,0.02142061563220988,0.004285023665302027,19
fast_shock,ITAC_K_NoKinematics,9,16961.512011615647,3.769224891470144,3518,192,20596,161,3267,678,0.0,0.0,50840,11.297777777777778,54.16956446864962,0.0153978295817651,0.0031936754477757063,19
fast_shock,ITAC_K_NoHysteresis,9,16096.031907392777,3.576895979420617,3171,184,19152,142,3326,612,0.0,0.0,49420,10.982222222222223,53.37587112451102,0.01683250429659761,0.0033160887995006966,19
fast_shock,Greedy,10,32923.53635772023,7.316341412826718,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,10,33345.293283602776,7.41006517413395,40,0,0,8,855,16,,,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,10,13590.602913015107,3.020133980670024,354,0,0,52,3113,411,7.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,10,7165.015262531254,1.5922256138958342,211,0,0,30,3598,302,27.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,10,33719.46894281978,7.493215320626618,104,0,0,15,882,161,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,10,20401.252301019114,4.533611622448692,3862,252,25460,165,2976,678,3.0,0.0,52456,11.656888888888888,55.19381445956624,0.014291510735257959,0.0027054130621584007,19
fast_shock,ITAC_K_LocalOnly,10,21321.80983176889,4.738179962615309,4459,0,8588,166,2884,714,3.0,0.0,53836,11.963555555555555,56.07212513613474,0.012575044883636406,0.0026298013901516403,19
fast_shock,ITAC_K_GenericVoI_Local,10,22466.620058829958,4.992582235295546,4500,0,9044,169,2799,688,3.0,0.0,54000,12.0,60.4586111377814,0.013435246919506979,0.0026910416867097736,19
fast_shock,ITAC_K_UnqualifiedRemote,10,11813.446002609731,2.6252102228021625,2205,616,49780,41,3270,573,6.0,0.0,47284,10.507555555555555,51.49924567949658,0.023355666974828382,0.0043593753819266435,19
fast_shock,ITAC_K_NoKinematics,10,20401.252301019114,4.533611622448692,3862,252,25460,165,2976,678,3.0,0.0,52456,11.656888888888888,55.19381445956624,0.014291510735257959,0.0027054130621584007,19
fast_shock,ITAC_K_NoHysteresis,10,17375.73256897724,3.8612739042171644,3124,271,27740,123,3091,562,0.0,0.0,49580,11.017777777777777,56.90018186164301,0.018213886639450387,0.0032746925423583584,19
fast_shock,Greedy,11,32938.33384516253,7.319629743369451,0,0,0,10,910,7,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,11,33193.51563182342,7.376336807071872,40,0,0,9,878,18,,,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,11,27383.803826950763,6.085289739322392,414,0,0,55,1772,425,137.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,11,20388.00142669678,4.530666983710396,241,0,0,32,2310,322,57.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,11,33677.020625232,7.483782361162667,88,0,0,15,882,168,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,11,17710.320626848697,3.9356268059663773,3456,242,24092,166,3208,656,0.0,0.0,50792,11.28711111111111,52.12524572642964,0.015082536379175242,0.002943212990023919,19
fast_shock,ITAC_K_LocalOnly,11,19633.628323558743,4.363028516346388,4318,0,6916,164,3059,779,0.0,0.0,53272,11.838222222222223,52.681665991348076,0.012200478460247355,0.0026832363902974774,19
fast_shock,ITAC_K_GenericVoI_Local,11,23408.85368158491,5.201967484796647,4500,0,7372,167,2751,713,0.0,0.0,54000,12.0,57.44300921186301,0.012765113158191779,0.0024539009894812497,19
fast_shock,ITAC_K_UnqualifiedRemote,11,11578.668788663452,2.573037508591878,2160,625,50160,42,3311,581,0.0,0.0,47140,10.475555555555555,46.15181682295983,0.0213665818624814,0.0039859346238616455,19
fast_shock,ITAC_K_NoKinematics,11,17710.320626848697,3.9356268059663773,3456,242,24092,166,3208,656,0.0,0.0,50792,11.28711111111111,52.12524572642964,0.015082536379175242,0.002943212990023919,19
fast_shock,ITAC_K_NoHysteresis,11,18138.011427484147,4.030669206107588,3280,242,24092,152,3138,663,0.0,0.0,50088,11.130666666666666,53.02184607742843,0.01616519697482574,0.0029232447167325927,19
fast_shock,Greedy,12,32980.95612743444,7.329101361652097,0,0,0,10,910,5,,,13500,3.0,0.0,0.0,0.0,23
fast_shock,SPI_HCPI,12,33235.1413956887,7.38558697681971,40,0,0,10,884,20,,,27000,6.0,0.0,0.0,0.0,23
fast_shock,DualControl,12,22730.238513540622,5.051164114120138,395,0,0,54,2217,427,8.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,ConstrainedBandit,12,18867.144230653306,4.192698717922957,222,0,0,32,2465,334,5.0,0.0,40500,9.0,0.0,0.0,0.0,23
fast_shock,GenericEIG,12,33726.44899889297,7.494766444198438,94,0,0,15,881,164,,,54000,12.0,0.0,0.0,0.0,23
fast_shock,ITAC_K_Full,12,22861.08542811058,5.080241206246796,4201,259,25004,173,2796,740,0.0,0.0,53840,11.964444444444444,49.28600935384468,0.011731970805485523,0.002155891045017545,19
fast_shock,ITAC_K_LocalOnly,12,23090.660189070157,5.131257819793368,4469,0,6764,182,2796,750,0.0,0.0,53876,11.972444444444445,52.02818658970361,0.01164201982316035,0.0022532134708877177,19
